Date_measurement,RWZI_AWZI_code,RWZI_AWZI_name,X_coordinate,Y_coordinate,Postal_code,Security_region_code,Security_region_name,Percentage_in_security_region,RNA_per_ml,Representative_measurement,RNA_flow_per_100000
11/10/2020,12012,Everstekoog,114000,565700,1796MD,VR10,Noord-Holland-Noord,1,,TRUE,2.06159E+13
11/10/2020,1034,Feerwerd,227800,591300,9892TC,VR01,Groningen,1,,TRUE,4.71208E+12
11/10/2020,1031,Gaarkeuken,217500,585000,9821TJ,VR01,Groningen,1,,TRUE,3.9836E+12
11/10/2020,3031,Gieten,248000,559600,9461AL,VR03,Drenthe,1,,TRUE,5.85985E+13
11/10/2020,17048,Goedereede,59100,427100,3252LV,VR17,Rotterdam-Rijnmond,1,,TRUE,3.96288E+13
11/10/2020,9037,Gorinchem,128920,427820,4213KC,VR08,Gelderland-Zuid,"0,161238223",,TRUE,1.4118E+13
11/10/2020,9037,Gorinchem,128920,427820,4213KC,VR18,Zuid-Holland-Zuid,"0,838761777",,TRUE,1.4118E+13
11/10/2020,9040,Haaften,143762,426073,4175LN,VR08,Gelderland-Zuid,1,,TRUE,2.60637E+13
11/10/2020,17062,Heenvliet,76600,431700,3218LE,VR17,Rotterdam-Rijnmond,1,,TRUE,3.44307E+13
11/10/2020,16009,Kortenoord,103000,442900,2911BS,VR16,Hollands-Midden,"0,777027027",,TRUE,6.37987E+13
11/10/2020,16009,Kortenoord,103000,442900,2911BS,VR17,Rotterdam-Rijnmond,"0,222972973",,TRUE,6.37987E+13
11/10/2020,16010,Kralingseveer,96837,435900,2909LM,VR17,Rotterdam-Rijnmond,1,,TRUE,7.3795E+13
11/10/2020,10037,Loenen,129000,470700,3634BA,VR09,Utrecht,1,,TRUE,3.26576E+13
11/10/2020,10038,Lopik,125557,442432,3411ML,VR16,Hollands-Midden,1,,TRUE,4.08347E+13
11/10/2020,1032,Marum,213502,574380,9363TG,VR01,Groningen,1,,TRUE,1.85175E+12
11/10/2020,17055,Middelharnis,71600,420700,3241LP,VR17,Rotterdam-Rijnmond,1,,TRUE,2.9641E+13
11/10/2020,25017,Nieuwveer,107848,404705,4823ZJ,VR20,Midden- en West-Brabant,1,,TRUE,5.91901E+13
11/10/2020,17066,Numansdorp,88269,415704,3281LT,VR18,Zuid-Holland-Zuid,1,,TRUE,3.14645E+13
11/10/2020,17075,Ooltgensplaat,83750,409858,3257LW,VR17,Rotterdam-Rijnmond,1,,TRUE,4.51952E+13
11/10/2020,17040,Oostvoorne,67633,437263,3233LT,VR17,Rotterdam-Rijnmond,1,,TRUE,4.87038E+13
11/10/2020,17045,Oud-Beijerland,88992,427000,3261LK,VR18,Zuid-Holland-Zuid,1,,TRUE,1.4379E+13
11/10/2020,17056,Oude Tonge,71500,411300,3255LV,VR17,Rotterdam-Rijnmond,1,,TRUE,2.58948E+13
11/10/2020,17054,Piershil,83701,423791,3265LC,VR18,Zuid-Holland-Zuid,1,,TRUE,5.8347E+12
11/10/2020,10035,Rhenen,164900,442800,3911TZ,VR09,Utrecht,1,,TRUE,4.09859E+13
11/10/2020,25013,Riel,129443,393499,5133AB,VR20,Midden- en West-Brabant,1,,TRUE,3.07784E+13
11/10/2020,25001,Rijen,122799,401716,5121PH,VR20,Midden- en West-Brabant,1,,TRUE,3.0537E+13
11/10/2020,10034,Ronde Venen,120600,469400,3641SM,VR09,Utrecht,1,,TRUE,1.42899E+13
11/10/2020,17057,Rozenburg,75200,437200,3181LK,VR17,Rotterdam-Rijnmond,1,,TRUE,1.47905E+14
11/10/2020,17076,Schelluinen,123868,428442,4209SZ,VR09,Utrecht,"0,168927733",,TRUE,8.14485E+13
11/10/2020,17076,Schelluinen,123868,428442,4209SZ,VR18,Zuid-Holland-Zuid,"0,831072267",,TRUE,8.14485E+13
11/10/2020,26005,Sleeuwijk,123500,425300,4254LB,VR20,Midden- en West-Brabant,1,,TRUE,2.66468E+13
11/10/2020,17043,Strijen,98000,417700,3291TN,VR18,Zuid-Holland-Zuid,1,,TRUE,1.05197E+13
11/10/2020,11006,Uithoorn,117073,472559,1422AJ,VR13,Amsterdam-Amstelland,1,,TRUE,4.51333E+13
11/10/2020,1011,Uithuizermeeden,244865,603300,9982EM,VR01,Groningen,1,,TRUE,1.09372E+13
11/10/2020,12018,Wieringen,131100,549100,1779GX,VR10,Noord-Holland-Noord,1,,TRUE,1.20119E+13
11/10/2020,10029,Wijk Bij Duurstede,149593,442642,3961MT,VR09,Utrecht,1,,TRUE,3.23086E+13
11/10/2020,1023,Zuidhorn 2,221500,585400,9801TA,VR01,Groningen,1,,TRUE,0
11/11/2020,7002,Aalten,236500,436700,7122LA,VR06,Noord- en Oost-Gelderland,1,,TRUE,8.12549E+12
11/8/2020,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,,TRUE,3.03531E+13
11/11/2020,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,,TRUE,3.54611E+13
11/11/2020,1046,Bellingwolde,274900,573000,9695XA,VR01,Groningen,1,,TRUE,2.43785E+12
11/11/2020,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,,TRUE,2.25393E+13
11/11/2020,22013,Breskens,29600,378900,4511PR,VR19,Zeeland,1,,TRUE,2.87746E+13
11/11/2020,8023,Brummen,209700,456400,6971JE,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.17601E+13
11/11/2020,18009,De Verseput,50242,411049,4321TD,VR19,Zeeland,1,,TRUE,1.99044E+13
11/11/2020,3032,Dieverbrug,218700,540200,7984NA,VR03,Drenthe,1,,TRUE,1.19818E+13
11/11/2020,7018,Dinxperlo,229680,430250,7091HB,VR06,Noord- en Oost-Gelderland,1,,TRUE,7.05192E+12
11/10/2020,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,,TRUE,2.91854E+13
11/11/2020,7022,Etten,218761,438451,7061GK,VR06,Noord- en Oost-Gelderland,1,,TRUE,2.57883E+13
11/11/2020,33001,Foxhol,243400,576300,9607PW,VR03,Drenthe,"0,50765631646108",,TRUE,6.19123E+12
11/11/2020,33001,Foxhol,243400,576300,9607PW,VR01,Groningen,"0,49234368353892",,TRUE,6.19123E+12
11/11/2020,30025,Gennep,194872,413098,6591BK,VR23,Limburg-Noord,1,,TRUE,2.60813E+13
11/11/2020,7023,Haarlo,237600,459600,7273PT,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.95627E+13
11/10/2020,5017,Hengelo,249456,477675,7556BP,VR05,Twente,1,,TRUE,2.70984E+13
11/11/2020,30016,Heugem,178114,314163,6247EN,VR24,Limburg-Zuid,1,,TRUE,1.12764E+13
11/11/2020,30015,Hoensbroek,192119,324888,6433PA,VR24,Limburg-Zuid,1,,TRUE,1.63515E+13
11/11/2020,4022,Holten,225030,473360,7451NG,VR04,IJsselland,"0,265811388701328",,TRUE,2.81082E+13
11/11/2020,4022,Holten,225030,473360,7451NG,VR05,Twente,"0,734188611298672",,TRUE,2.81082E+13
11/11/2020,1026,Hoogezand,247700,576900,9611CE,VR01,Groningen,1,,TRUE,3.34666E+13
11/11/2020,24001,Hulst,63500,366400,4567PJ,VR19,Zeeland,1,,TRUE,4.2105E+13
11/11/2020,30014,Kerkrade,201600,321700,6468XV,VR24,Limburg-Zuid,1,,TRUE,3.99177E+12
11/11/2020,24002,Kloosterzande,60106,377203,4587LH,VR19,Zeeland,1,,TRUE,2.30258E+13
11/11/2020,6004,Lelystad,158268,501627,8243PE,VR25,Flevoland,1,,TRUE,2.27296E+13
11/11/2020,7015,Lichtenvoorde,235700,446200,7131RB,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.53918E+13
11/11/2020,30003,Limmel,177400,320200,6222NL,VR24,Limburg-Zuid,1,,TRUE,2.01577E+13
11/11/2020,18007,Mastgat,63300,405700,4311TD,VR19,Zeeland,1,,TRUE,1.16418E+13
11/11/2020,30018,Meijel,188600,373400,5768PC,VR23,Limburg-Noord,1,,TRUE,6.21737E+12
11/11/2020,7020,Nieuwgraaf,197283,442850,6921RG,VR07,Gelderland-Midden,"0,908482385",,TRUE,1.98375E+13
11/11/2020,7020,Nieuwgraaf,197283,442850,6921RG,VR06,Noord- en Oost-Gelderland,"0,091517615",,TRUE,1.98375E+13
11/11/2020,7021,Olburgen,207000,451200,7225NB,VR07,Gelderland-Midden,"0,618727776",,TRUE,7.77725E+12
11/11/2020,7021,Olburgen,207000,451200,7225NB,VR06,Noord- en Oost-Gelderland,"0,381272224",,TRUE,7.77725E+12
11/11/2020,22012,Oostburg,23604,373884,4501PK,VR19,Zeeland,1,,TRUE,1.42323E+13
11/10/2020,1027,Oude Pekela,264800,571136,9665BZ,VR01,Groningen,1,,TRUE,6.91469E+12
11/11/2020,30023,Panheel,189132,354020,6097NE,VR23,Limburg-Noord,1,,TRUE,5.95793E+12
11/11/2020,22008,Retranchement,15236,376894,4525ND,VR19,Zeeland,1,,TRUE,1.84492E+13
11/11/2020,30013,Rimburg,204500,325700,6374LS,VR24,Limburg-Zuid,1,,TRUE,7.65548E+12
11/11/2020,7014,Ruurlo,227110,456214,7261MH,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.61436E+13
11/11/2020,30011,Simpelveld,196000,316000,6369XV,VR24,Limburg-Zuid,1,,TRUE,7.02674E+12
11/11/2020,19001,Sint Maartensdijk,63979,397049,4695PP,VR19,Zeeland,1,,TRUE,3.26496E+13
11/11/2020,30021,Stein,180600,331700,6171RN,VR24,Limburg-Zuid,1,,TRUE,7.80323E+12
11/11/2020,30022,Susteren,186972,341598,6114RG,VR23,Limburg-Noord,"0,321863866",,TRUE,1.50064E+13
11/11/2020,30022,Susteren,186972,341598,6114RG,VR24,Limburg-Zuid,"0,678136134",,TRUE,1.50064E+13
11/11/2020,23002,Terneuzen,46894,368651,4538BJ,VR19,Zeeland,1,,TRUE,1.69966E+13
11/11/2020,19003,Tholen,74853,395274,4691RZ,VR19,Zeeland,1,,TRUE,9.43568E+12
11/11/2020,4027,Tollebeek,175622,521799,8309PP,VR25,Flevoland,1,,TRUE,4.89316E+13
11/11/2020,30017,Venlo,208583,377116,5928NM,VR23,Limburg-Noord,1,,TRUE,1.53249E+13
11/11/2020,30020,Venray,196603,395898,5804CG,VR23,Limburg-Noord,1,,TRUE,3.50555E+13
11/10/2020,1040,Vriescheloo,271700,565370,9699TD,VR01,Groningen,1,,TRUE,3.11434E+12
11/11/2020,30005,Weert,179300,364200,6001AC,VR23,Limburg-Noord,1,,TRUE,2.10417E+13
11/11/2020,30019,Wijlre,190800,315300,6321AM,VR24,Limburg-Zuid,1,,TRUE,1.68016E+13
11/11/2020,7016,Winterswijk,245363,444972,7103AX,VR06,Noord- en Oost-Gelderland,1,,TRUE,2.4059E+13
11/11/2020,6006,Zeewolde,163136,485509,3899AW,VR25,Flevoland,1,,TRUE,1.28072E+13
11/11/2020,7019,Zutphen,210116,463825,7202CM,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.9792E+13
11/10/2020,25020,Kaatsheuvel,129083,407604,5171VG,VR20,Midden- en West-Brabant,1,,TRUE,6.64293E+13
11/11/2020,7017,Varsseveld,228600,441200,7051GH,VR06,Noord- en Oost-Gelderland,1,,TRUE,7.56765E+12
11/10/2020,5014,Vroomshoop,235110,496095,7681KB,VR05,Twente,1,,TRUE,3.03247E+13
11/11/2020,7006,Wehl,211600,442600,7031EB,VR06,Noord- en Oost-Gelderland,1,,TRUE,5.16015E+12
11/11/2020,18006,Westerschouwen,42833,412362,4328NP,VR19,Zeeland,1,,TRUE,7.84451E+12
11/11/2020,20011,Willem Annapolder,54023,385562,4421RT,VR19,Zeeland,1,,TRUE,4.72276E+12
11/10/2020,1025,Zuidhorn 1,221500,585400,9801TA,VR01,Groningen,1,,TRUE,2.28271E+12
11/9/2020,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,,TRUE,2.96429E+13
11/9/2020,8019,Bennekom,173535,445450,6721ND,VR07,Gelderland-Midden,1,,TRUE,3.98051E+13
11/9/2020,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,,TRUE,1.10951E+14
11/9/2020,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,,TRUE,1.77239E+12
11/9/2020,8005,Nijkerk,160917,471522,3861RH,VR07,Gelderland-Midden,1,,TRUE,9.82277E+13
11/9/2020,8024,Renkum,178200,442100,6871CJ,VR07,Gelderland-Midden,1,,TRUE,5.79911E+13
11/9/2020,10010,Soest,148900,467400,3761EH,VR09,Utrecht,1,,TRUE,4.78791E+13
11/9/2020,10021,Veenendaal,164300,450000,3959AL,VR09,Utrecht,1,,TRUE,2.80946E+13
11/9/2020,10020,Woudenberg,158675,455096,3931MR,VR07,Gelderland-Midden,"0,341985268326903",,TRUE,2.30756E+13
11/9/2020,10020,Woudenberg,158675,455096,3931MR,VR09,Utrecht,"0,658014731673097",,TRUE,2.30756E+13
11/7/2020,1008,Stadskanaal,260571,559393,9501LH,VR01,Groningen,1,,TRUE,1.90114E+13
11/10/2020,3034,Coevorden,245000,518100,7741LE,VR03,Drenthe,"0,764297460259456",,TRUE,1.19861E+13
11/10/2020,3034,Coevorden,245000,518100,7741LE,VR04,IJsselland,"0,235702539740545",,TRUE,1.19861E+13
11/10/2020,4028,Dedemsvaart,228600,514200,7701PG,VR04,IJsselland,1,,TRUE,2.02974E+13
11/10/2020,3022,Emmen,255924,528133,7833HR,VR03,Drenthe,1,,TRUE,4.19119E+13
11/10/2020,4016,Ommen,224213,504747,7731RJ,VR04,IJsselland,1,,TRUE,2.07667E+13
11/10/2020,4024,Hardenberg,237908,506639,7691PZ,VR04,IJsselland,1,,TRUE,1.24423E+13
11/10/2020,3028,Sleen,249969,532246,7841BP,VR03,Drenthe,1,,TRUE,5.70903E+12
11/11/2020,8022,Apeldoorn,194895,472607,7317AX,VR06,Noord- en Oost-Gelderland,1,,TRUE,2.00628E+13
11/11/2020,8009,Elburg,185364,496800,8081HH,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.00651E+13
11/11/2020,8017,Epe,196608,484240,8161PH,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.01171E+13
11/11/2020,30024,Roermond,197034,359054,6041AH,VR23,Limburg-Noord,1,,TRUE,4.59089E+12
11/11/2020,8025,Terwolde,205300,475000,7396NB,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.84729E+13
11/12/2020,17041,Hellevoetsluis,71521,428945,3225LN,VR17,Rotterdam-Rijnmond,"0,9679400271154",,TRUE,8.9174E+13
11/12/2020,17041,Hellevoetsluis,71521,428945,3225LN,VR18,Zuid-Holland-Zuid,"0,0320599728846",,TRUE,8.9174E+13
11/11/2020,5003,Glanerbrug,263739,471249,7532AV,VR05,Twente,1,,TRUE,8.64358E+12
11/11/2020,5016,Goor,235990,473869,7471ET,VR05,Twente,1,,TRUE,3.33745E+13
11/11/2020,5015,Losser,266098,475953,7581PB,VR05,Twente,1,,TRUE,3.10222E+13
11/12/2020,2025,Akkrum,185000,562100,8491EK,VR02,Friesland,1,,TRUE,1.16489E+13
11/12/2020,2020,Ameland,177292,606470,9162ED,VR02,Friesland,1,,TRUE,2.94417E+12
11/13/2020,28002,Asten,179800,378200,5725TB,VR22,Brabant-Zuidoost,1,,TRUE,3.11044E+12
11/12/2020,2029,Birdaard,188000,590300,9111HR,VR02,Friesland,1,,TRUE,2.60441E+13
11/12/2020,2023,Bolsward,164100,565330,8701PG,VR02,Friesland,1,,TRUE,1.6722E+13
11/12/2020,2013,Burgum,196200,577800,9262ND,VR02,Friesland,1,,TRUE,1.8283E+13
11/12/2020,4025,Dalfsen,212700,502900,7722PA,VR04,IJsselland,1,,TRUE,4.88184E+13
11/12/2020,2021,Damwoude,197783,588948,9113AV,VR02,Friesland,1,,TRUE,2.47157E+13
11/12/2020,10003,De Bilt,140410,458920,3737AE,VR09,Utrecht,1,,TRUE,5.33147E+13
11/11/2020,15007,De Groote Lucht,80108,435452,3133KA,VR15,Haaglanden,"0,093925536",,TRUE,9.41338E+13
11/11/2020,15007,De Groote Lucht,80108,435452,3133KA,VR17,Rotterdam-Rijnmond,"0,906074464",,TRUE,9.41338E+13
11/12/2020,9026,Dodewaard,172000,436900,6669CX,VR08,Gelderland-Zuid,1,,TRUE,2.34988E+13
11/12/2020,2038,Franeker,166837,577207,8801JW,VR02,Friesland,1,,TRUE,2.92428E+13
11/12/2020,17065,Groot-Ammers,118611,438691,2964AM,VR16,Hollands-Midden,"0,373528879232301",,TRUE,5.93888E+13
11/12/2020,17065,Groot-Ammers,118611,438691,2964AM,VR09,Utrecht,"0,135795763172189",,TRUE,5.93888E+13
11/12/2020,17065,Groot-Ammers,118611,438691,2964AM,VR18,Zuid-Holland-Zuid,"0,49067535759551",,TRUE,5.93888E+13
11/12/2020,2032,Harlingen,159027,576146,8861KT,VR02,Friesland,1,,TRUE,1.98923E+13
11/12/2020,13004,Heemstede,103942,484268,2102LS,VR12,Kennemerland,1,,TRUE,4.63219E+13
11/12/2020,2031,Heerenveen,189100,553800,8447GC,VR02,Friesland,1,,TRUE,1.04982E+13
11/12/2020,4018,Heino,210430,495113,8141NS,VR04,IJsselland,1,,TRUE,6.38219E+13
11/12/2020,2019,Kootstertille,203700,582200,9288XA,VR02,Friesland,1,,TRUE,1.83743E+13
11/12/2020,2011,Leeuwarden,184401,578940,8937AN,VR02,Friesland,1,,TRUE,1.53249E+13
11/12/2020,13030,Leimuiden,104642,470631,2451VX,VR16,Hollands-Midden,"0,855650522",,TRUE,1.52576E+13
11/12/2020,13030,Leimuiden,104642,470631,2451VX,VR12,Kennemerland,"0,144349478",,TRUE,1.52576E+13
11/12/2020,2027,Lemmer,176200,541600,8531ZX,VR02,Friesland,1,,TRUE,2.95928E+13
11/11/2020,17004,Ammerstol,115000,438100,2865AG,VR16,Hollands-Midden,1,,TRUE,1.27936E+13
11/11/2020,25026,Baarle-Nassau,121073,384500,5113TC,VR20,Midden- en West-Brabant,1,,TRUE,1.5432E+13
11/11/2020,17002,Bergambacht,113800,439300,2861CD,VR16,Hollands-Midden,1,,TRUE,2.67734E+13
11/11/2020,17068,Berkenwoude,108000,438000,2825AB,VR16,Hollands-Midden,1,,TRUE,8.64403E+13
11/11/2020,25019,Chaam,117900,391600,4861TA,VR20,Midden- en West-Brabant,1,,TRUE,4.42616E+13
11/11/2020,17053,De Groote Zaag,100600,434600,2931LD,VR16,Hollands-Midden,"0,405761817812944",,TRUE,4.79045E+13
11/11/2020,17053,De Groote Zaag,100600,434600,2931LD,VR17,Rotterdam-Rijnmond,"0,594238182187056",,TRUE,4.79045E+13
11/11/2020,25028,Dinteloord,84000,407500,4671TH,VR20,Midden- en West-Brabant,1,,TRUE,6.76597E+13
11/11/2020,25023,Dongemond,117927,409666,4905BP,VR20,Midden- en West-Brabant,1,,TRUE,3.32117E+13
11/12/2020,9038,Gendt,193433,431657,6691MN,VR07,Gelderland-Midden,1,,TRUE,1.92405E+13
11/12/2020,2015,Gorredijk,199899,558357,8401JD,VR02,Friesland,1,,TRUE,5.97846E+12
11/12/2020,2036,Grouw,183910,567340,9001ZD,VR02,Friesland,1,,TRUE,1.34436E+13
11/11/2020,17067,Haastrecht,113600,446200,2851AW,VR16,Hollands-Midden,1,,TRUE,2.70982E+13
11/11/2020,25025,Halsteren,76500,393800,4661PA,VR20,Midden- en West-Brabant,1,,TRUE,1.79545E+13
11/12/2020,4030,Hessenpoort,207700,505031,8028PP,VR04,IJsselland,1,,TRUE,7.7916E+12
11/12/2020,10036,Houten,137418,448864,3992LK,VR09,Utrecht,1,,TRUE,3.18192E+13
11/12/2020,2022,Joure,180039,554315,8512AT,VR02,Friesland,1,,TRUE,2.5434E+13
11/12/2020,4023,Kampen,188724,509149,8263CH,VR04,IJsselland,1,,TRUE,3.54941E+12
11/11/2020,25027,Lage Zwaluwe,107818,414149,4926CZ,VR20,Midden- en West-Brabant,1,,TRUE,1.54629E+13
11/12/2020,13034,Lisse,98792,473411,2162CN,VR16,Hollands-Midden,1,,TRUE,3.90412E+13
11/12/2020,9042,Millingen aan de Rijn,198791,430874,6579JC,VR08,Gelderland-Zuid,1,,TRUE,1.60759E+13
11/12/2020,13038,Nieuwveen,112426,466225,2441LB,VR16,Hollands-Midden,1,,TRUE,4.50569E+13
11/12/2020,13047,Nieuwe Wetering,101950,469745,2376BE,VR16,Hollands-Midden,1,,TRUE,1.98605E+13
11/12/2020,4006,Olst,204280,484839,8122EE,VR04,IJsselland,1,,TRUE,1.13501E+13
11/12/2020,2002,Oosterwolde,214900,556300,8431VV,VR02,Friesland,1,,TRUE,2.00158E+13
11/11/2020,13012,Haarlem Schalkwijk,106080,487038,2035RB,VR12,Kennemerland,1,,TRUE,2.82501E+13
11/12/2020,2041,Schiermonnikoog,208491,610210,9166SL,VR02,Friesland,1,,TRUE,6.26924E+12
11/12/2020,2017,Sint Annaparochie,171800,587500,9079MK,VR02,Friesland,1,,TRUE,1.7599E+13
11/12/2020,2024,Sloten,172000,546200,8556XC,VR02,Friesland,1,,TRUE,1.34768E+13
11/12/2020,2018,Sneek,172100,559600,8608XW,VR02,Friesland,1,,TRUE,1.13644E+13
11/11/2020,17005,Stolwijk,112400,443700,2821SH,VR16,Hollands-Midden,1,,TRUE,3.84617E+13
11/9/2020,2026,Terschelling,145100,598000,8881HC,VR02,Friesland,1,,TRUE,1.0633E+13
11/12/2020,9015,Valburg,182136,435694,6675BM,VR07,Gelderland-Midden,1,,TRUE,1.56474E+13
11/12/2020,28006,Vinkel,159118,412520,5382JE,VR21,Brabant-Noord,1,,TRUE,2.46173E+13
11/9/2020,2040,Vlieland,134800,590200,8899BB,VR02,Friesland,1,,TRUE,9.71132E+12
11/12/2020,20009,Waarde,62300,383000,4414RH,VR19,Zeeland,1,,TRUE,9.10982E+12
11/12/2020,2037,Warns,155244,544925,8722HN,VR02,Friesland,1,,TRUE,1.00471E+14
11/11/2020,25014,Waspik,124200,413000,5165NM,VR20,Midden- en West-Brabant,1,,TRUE,2.49387E+13
11/11/2020,25029,Willemstad,90600,411500,4797SC,VR20,Midden- en West-Brabant,1,,TRUE,5.43684E+13
11/11/2020,14002,Woerden,118500,455400,3449HJ,VR16,Hollands-Midden,"0,110441356763384",,TRUE,7.53835E+14
11/11/2020,14002,Woerden,118500,455400,3449HJ,VR09,Utrecht,"0,889558643236616",,TRUE,7.53835E+14
11/14/2020,6005,Almere,145400,490200,1332AG,VR25,Flevoland,1,,TRUE,2.76786E+13
11/15/2020,13049,Alphen Kerk en Zanen,102928,460234,2408AE,VR16,Hollands-Midden,1,,TRUE,1.94461E+14
11/15/2020,13035,Alphen Noord,106240,461275,2406LJ,VR16,Hollands-Midden,1,,TRUE,1.0718E+14
11/15/2020,11014,Amsterdam West,114580,490289,1046BS,VR13,Amsterdam-Amstelland,"0,989553131",,TRUE,1.28732E+14
11/15/2020,11014,Amsterdam West,114580,490289,1046BS,VR09,Utrecht,"0,010446869",,TRUE,1.28732E+14
11/15/2020,25021,Bath,75629,379539,4411SV,VR20,Midden- en West-Brabant,1,,TRUE,2.55667E+14
11/11/2020,12014,Beemster,123000,503600,1461GD,VR10,Noord-Holland-Noord,"0,0641371508136803",,TRUE,1.41259E+13
11/11/2020,12014,Beemster,123000,503600,1461GD,VR11,Zaanstreek-Waterland,"0,93586284918632",,TRUE,1.41259E+13
11/15/2020,12014,Beemster,123000,503600,1461GD,VR10,Noord-Holland-Noord,"0,0641371508136803",,TRUE,5.82843E+13
11/15/2020,12014,Beemster,123000,503600,1461GD,VR11,Zaanstreek-Waterland,"0,93586284918632",,TRUE,5.82843E+13
11/15/2020,8019,Bennekom,173535,445450,6721ND,VR07,Gelderland-Midden,1,,TRUE,6.61721E+13
11/15/2020,9017,Bergharen,172712,428608,6617KE,VR08,Gelderland-Zuid,1,,TRUE,4.26215E+13
11/15/2020,12022,Beverwijk,106373,498868,1948NS,VR12,Kennemerland,"0,435961337",,TRUE,9.28979E+13
11/15/2020,12022,Beverwijk,106373,498868,1948NS,VR10,Noord-Holland-Noord,"0,107744265",,TRUE,9.28979E+13
11/15/2020,12022,Beverwijk,106373,498868,1948NS,VR11,Zaanstreek-Waterland,"0,456294399",,TRUE,9.28979E+13
11/15/2020,11008,Blaricum,145684,475176,1261JL,VR14,Gooi en Vechtstreek,"0,706612903",,TRUE,1.01102E+14
11/15/2020,11008,Blaricum,145684,475176,1261JL,VR09,Utrecht,"0,293387097",,TRUE,1.01102E+14
11/15/2020,13042,Bodegraven,110267,455080,2411NB,VR16,Hollands-Midden,1,,TRUE,2.01928E+14
11/15/2020,30007,Bosscherveld,175697,319239,6219NW,VR24,Limburg-Zuid,1,,TRUE,2.82413E+13
11/15/2020,10031,Breukelen,128100,464100,3621MX,VR09,Utrecht,1,,TRUE,6.00622E+13
11/15/2020,20010,Camperlandpolder,40406,399510,4493PD,VR19,Zeeland,1,,TRUE,3.22935E+13
11/15/2020,1044,Delfzijl,259300,592300,9936HJ,VR01,Groningen,1,,TRUE,2.60388E+14
11/15/2020,3032,Dieverbrug,218700,540200,7984NA,VR03,Drenthe,1,,TRUE,6.34236E+13
11/15/2020,25028,Dinteloord,84000,407500,4671TH,VR20,Midden- en West-Brabant,1,,TRUE,7.6072E+13
11/14/2020,17061,Dokhaven,91503,434572,3087EH,VR17,Rotterdam-Rijnmond,1,,TRUE,9.87228E+13
11/15/2020,9039,Dreumel,158613,426637,6621KX,VR08,Gelderland-Zuid,1,,TRUE,3.33109E+13
11/14/2020,6003,Dronten,177400,505500,8251KM,VR25,Flevoland,1,,TRUE,5.96458E+13
11/15/2020,9027,Druten,169058,433793,6651BP,VR08,Gelderland-Zuid,1,,TRUE,1.01251E+14
11/15/2020,8021,Ede,170941,450113,6715AT,VR07,Gelderland-Midden,1,,TRUE,9.71386E+13
11/13/2020,27003,Eindhoven,163244,385678,5631AG,VR22,Brabant-Zuidoost,1,,TRUE,8.27354E+13
11/12/2020,5002,Enschede,254652,472540,7547AM,VR05,Twente,1,,TRUE,7.44602E+13
11/15/2020,12012,Everstekoog,114000,565700,1796MD,VR10,Noord-Holland-Noord,1,,TRUE,6.20818E+13
11/11/2020,4005,Genemuiden,200700,513300,8281PW,VR04,IJsselland,1,,TRUE,1.21515E+13
11/15/2020,4005,Genemuiden,200700,513300,8281PW,VR04,IJsselland,1,,TRUE,4.19448E+13
11/15/2020,30025,Gennep,194872,413098,6591BK,VR23,Limburg-Noord,1,,TRUE,2.1409E+13
11/15/2020,9037,Gorinchem,128920,427820,4213KC,VR08,Gelderland-Zuid,"0,161238223418573",,TRUE,5.58026E+14
11/15/2020,9037,Gorinchem,128920,427820,4213KC,VR18,Zuid-Holland-Zuid,"0,838761776581427",,TRUE,5.58026E+14
11/13/2020,13039,Gouda,108721,446220,2808ND,VR16,Hollands-Midden,1,,TRUE,6.19857E+13
11/13/2020,13010,Haarlem Waarderpolder,105881,489932,2031BH,VR12,Kennemerland,1,,TRUE,2.87824E+13
11/15/2020,25025,Halsteren,76500,393800,4661PA,VR20,Midden- en West-Brabant,1,,TRUE,7.11224E+13
11/11/2020,8026,Hattem,199400,499900,8051KE,VR06,Noord- en Oost-Gelderland,1,,TRUE,1.03441E+13
11/15/2020,17041,Hellevoetsluis,71521,428945,3225LN,VR17,Rotterdam-Rijnmond,"0,9679400271154",,TRUE,2.03979E+14
11/15/2020,17041,Hellevoetsluis,71521,428945,3225LN,VR18,Zuid-Holland-Zuid,"0,0320599728846",,TRUE,2.03979E+14
11/12/2020,5017,Hengelo,249456,477675,7556BP,VR05,Twente,1,,TRUE,4.78746E+13
11/15/2020,30016,Heugem,178114,314163,6247EN,VR24,Limburg-Zuid,1,,TRUE,4.00966E+13
